Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Value,CLTV
1,0,0,0,13,1,0,0,0,0,0,2,0,0,0,1,3,50.55,0,5530
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.7,0,4056
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,3,45.25,0,2776
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.3,0,2980
1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,108.95,0,5758
0,0,1,1,37,1,2,2,1,1,1,1,1,1,0,0,3,26.45,0,5359
0,0,0,0,23,1,0,2,1,1,1,1,1,1,1,1,1,19.65,0,5916
0,0,1,1,42,1,0,2,1,1,1,1,1,1,1,1,2,19.05,0,5091
0,0,0,0,32,1,2,0,2,0,0,0,2,2,1,0,3,74.75,0,2830
0,0,1,1,22,1,2,1,0,0,0,0,0,0,0,1,0,75.8,0,4479
1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,0,4959
0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,44.45,0,4909
0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,0,4997
0,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,0,89.0,0,5650
1,0,0,1,22,1,0,2,1,1,1,1,1,1,0,0,1,20.15,0,2722
0,0,1,1,67,0,1,0,2,2,0,0,0,0,2,0,0,36.15,0,6314
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,1,19.2,0,2159
0,0,1,0,20,1,0,2,1,1,1,1,1,1,0,0,0,19.25,0,4137
0,0,0,1,2,1,0,0,2,0,0,0,0,2,0,1,1,61.2,0,5056
1,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,3,20.45,0,6097
0,0,1,1,46,0,1,0,2,2,0,0,0,0,0,0,0,35.05,0,4829
1,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,3,44.0,0,5611
1,0,1,1,26,1,0,0,0,0,2,0,0,0,1,0,3,50.35,0,3386
1,0,0,1,19,1,0,2,1,1,1,1,1,1,0,1,2,20.0,0,5188
0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4,0,6114
1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,0,2812
1,0,0,0,24,1,2,1,0,0,0,0,2,2,0,1,2,94.1,0,3192
0,0,1,0,46,1,2,1,0,2,2,2,2,2,2,1,1,108.9,0,5119
0,1,0,0,72,1,2,1,2,2,2,2,0,2,2,1,0,107.4,0,5294
0,1,1,0,70,1,2,1,2,0,0,0,0,2,0,1,2,90.85,0,5129
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.9,0,2822
1,0,1,0,31,1,0,0,0,0,2,2,0,2,0,1,1,66.4,0,3282
0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,0,100.7,0,3337
1,0,0,1,52,1,2,2,1,1,1,1,1,1,2,0,1,25.6,0,5662
1,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,19.85,0,2928
0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,20.75,0,4261
0,0,0,0,59,1,0,1,0,0,2,0,2,2,2,0,2,95.8,0,5470
1,0,1,0,72,1,0,1,0,0,2,0,2,2,0,1,2,94.65,0,5943
0,0,1,0,49,1,2,1,2,2,2,2,0,2,2,0,1,106.65,0,5948
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.85,0,2245
1,1,0,0,21,1,2,1,0,2,2,0,2,2,0,1,2,104.35,0,4934
1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45,0,4521
1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,0,4592
1,0,0,0,6,1,0,1,2,2,0,0,0,0,0,1,2,78.95,0,4093
1,0,0,1,49,1,2,1,2,2,2,0,2,2,1,1,1,109.2,0,6005
0,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,1,61.3,0,4173
0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85,0,5679
0,0,1,1,6,0,1,0,0,2,2,2,0,0,2,0,3,40.55,0,2866
1,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,3,19.8,0,4636
1,0,1,1,50,1,2,1,2,2,2,0,2,2,1,1,2,108.25,0,4972
1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05,0,5870
0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,3,90.45,0,5509
0,0,0,0,64,1,2,0,2,2,2,2,2,2,2,1,1,86.4,0,6474
0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,66.9,0,5546
1,0,1,0,38,1,2,1,2,0,2,2,2,2,1,1,2,110.7,0,5461
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,0,3585
1,1,0,0,64,1,2,1,0,0,2,2,2,2,1,0,2,102.1,0,6100
0,0,0,0,60,1,0,0,0,2,2,2,2,0,1,1,1,70.15,0,4260
0,0,1,1,50,1,2,0,2,2,2,2,0,2,1,1,0,80.05,0,5823
0,0,1,0,72,0,1,0,2,2,2,0,0,2,2,1,2,49.2,0,4700
1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,1,0,20.5,0,5848
1,0,0,0,46,0,1,0,2,0,2,2,0,0,2,0,3,38.25,0,2653
0,0,1,1,69,0,1,0,0,2,2,0,2,2,2,1,1,54.95,0,4175
1,1,0,0,31,1,2,1,0,0,2,2,2,0,0,1,0,96.6,0,3364
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,0,5964
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.9,0,6015
1,0,1,0,12,1,0,1,2,2,2,0,0,0,0,1,2,84.6,0,2499
1,0,0,0,44,1,2,0,0,2,2,2,2,2,1,1,0,85.25,0,2292
0,0,1,1,56,1,2,0,2,2,2,2,2,0,2,0,1,81.25,0,5907
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,115.5,0,4697
0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0,0,3885
0,1,1,0,15,1,0,1,0,2,0,0,2,2,0,1,2,94.65,0,5868
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,20.8,0,4626
1,0,1,0,56,1,2,0,0,2,2,0,0,0,2,0,1,59.5,0,5477
1,1,0,0,64,1,0,2,1,1,1,1,1,1,2,1,0,20.05,0,4309
0,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.45,0,3744
1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,0,20.6,0,2858
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,1,20.3,0,2768
1,0,0,0,9,0,1,0,2,2,2,0,0,0,1,0,3,39.55,0,3755
1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,3,20.45,0,3434
1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.25,0,4571
1,0,1,0,33,1,0,1,0,0,0,0,2,2,0,0,2,91.25,0,3296
1,0,0,0,31,1,0,0,2,2,2,2,2,0,0,1,0,72.45,0,3175
0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,0,19.7,0,4831
1,0,1,1,66,1,0,0,2,2,2,2,2,0,1,1,2,75.1,0,6123
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.0,0,4275
1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,69.15,0,4478
0,0,1,1,58,1,0,1,0,2,2,0,2,0,0,1,2,91.55,0,6423
1,0,0,0,37,0,1,0,0,0,0,0,2,0,2,0,1,35.8,0,5658
0,0,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,113.15,0,4955
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.85,0,2618
1,1,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.8,0,5819
1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9,0,2334
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.7,0,4122
0,0,1,1,69,1,0,0,0,2,2,2,0,0,1,0,0,59.1,0,5846
0,0,1,0,53,1,2,1,0,0,0,2,0,2,1,1,2,91.15,0,6439
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95,0,5536
0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,3,51.55,0,4057
1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4,0,4889
0,0,1,0,19,1,0,1,0,0,2,0,2,2,0,1,2,96.8,0,3249
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,3,70.05,0,3522
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.5,0,5625
1,0,0,0,5,1,0,1,0,0,0,0,0,2,0,0,3,78.75,0,2610
0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,69.2,0,5546
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.55,0,5607
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,2,103.65,0,6088
0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,3,54.7,0,3475
1,0,0,0,59,1,2,0,0,0,2,0,0,0,2,0,1,54.15,0,4293
0,1,1,0,31,1,2,1,0,0,0,0,0,2,0,1,2,84.85,0,5603
1,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,0,20.0,0,3985
1,0,1,0,49,1,0,1,0,0,2,2,2,2,1,1,1,99.25,0,4995
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35,0,5863
0,0,1,0,55,1,0,1,2,0,0,0,2,2,1,1,2,94.75,0,6021
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,0,6254
0,1,0,0,36,1,2,1,0,0,0,0,0,0,0,1,0,74.9,0,5041
0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,0,3196
0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,0,80.85,0,6317
0,0,0,0,28,1,0,0,0,2,0,2,0,0,0,0,0,54.65,0,3185
1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7,0,3676
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,2,118.6,0,5536
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.55,0,5535
1,0,0,0,67,1,0,2,1,1,1,1,1,1,1,1,3,19.45,0,5343
0,0,0,1,34,1,2,1,2,2,2,2,2,2,2,1,1,116.15,0,5104
0,0,0,0,54,1,0,0,2,0,2,2,2,2,2,0,2,80.6,0,4231
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,0,4215
0,0,0,1,46,1,0,1,0,2,2,0,2,2,0,1,2,99.8,0,2405
0,0,1,1,55,1,2,0,2,2,0,2,2,0,1,1,1,75.0,0,5011
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,0,5057
1,1,1,0,64,1,0,1,2,0,2,0,0,0,1,0,1,80.3,0,4270
0,0,1,0,58,1,2,0,2,0,2,2,2,2,2,1,2,84.3,0,5724
1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,0,6445
1,0,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.9,0,5169
1,1,1,0,72,1,2,1,0,2,0,0,2,2,1,1,1,97.25,0,6156
1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,0,5357
0,0,0,0,39,0,1,0,0,2,2,2,0,0,0,0,0,41.1,0,3618
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.0,0,4998
1,0,1,0,54,1,0,0,2,2,0,0,2,2,2,1,0,74.55,0,4544
0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,0,4624
1,0,1,0,32,1,0,0,2,2,0,2,0,2,1,0,3,70.5,0,5870
0,0,0,0,41,1,0,2,1,1,1,1,1,1,1,1,3,19.75,0,5678
1,0,1,1,67,1,2,2,1,1,1,1,1,1,2,0,0,24.65,0,4444
1,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,104.25,0,5089
0,0,0,0,25,1,2,0,2,2,2,2,2,0,0,1,0,78.35,0,4855
0,0,1,0,67,1,2,1,0,2,2,2,2,2,1,1,1,109.7,0,4017
0,1,0,0,43,0,1,0,2,2,0,0,0,0,0,1,1,33.45,0,4757
0,0,0,0,24,1,0,1,2,0,0,0,2,2,0,1,2,94.6,0,3667
1,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,0,5463
0,0,0,1,37,1,0,2,1,1,1,1,1,1,1,0,0,20.3,0,4186
1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,0,3899
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,69.15,0,4320
1,0,0,0,41,0,1,0,0,0,2,0,2,2,1,1,2,51.35,0,5622
0,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,1,100.05,0,4478
1,1,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,20.3,0,4042
0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,0,5452
1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,0,4003
1,0,1,0,64,1,0,1,2,2,0,2,2,2,2,1,1,104.05,0,4337
0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,1,24.9,0,5942
1,0,1,1,57,1,0,0,2,2,0,2,0,0,1,0,3,59.6,0,4778
1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,0,6453
1,0,1,1,13,0,1,0,2,2,0,2,0,0,2,0,3,40.55,0,2898
0,1,1,0,48,1,0,0,0,2,0,0,0,2,1,1,0,58.95,0,4815
1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,20.75,0,4937
1,0,1,0,71,1,2,1,0,2,2,2,2,2,1,1,0,113.15,0,4068
0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8,0,4785
0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,0,3214
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,0,2,100.85,0,5891
1,0,0,0,16,1,2,1,0,2,0,0,0,0,0,1,3,80.55,0,5183
1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4,0,2545
1,0,1,1,58,1,0,0,0,2,0,2,2,2,1,1,1,75.2,0,4559
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,0,84.9,0,4447
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,19.3,0,4764
0,0,0,0,30,1,0,0,2,2,2,2,2,0,1,0,1,74.65,0,5616
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,0,5841
0,1,0,0,46,1,2,0,0,0,2,2,0,2,1,1,1,69.1,0,3856
1,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,3,20.55,0,4745
1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,0,2085
0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,0,4165
0,0,1,1,41,1,0,1,0,0,2,0,2,2,0,1,0,94.9,0,3539
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.65,0,4406
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.9,0,2750
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,0,5587
1,0,0,0,44,1,0,1,2,2,2,0,2,2,1,1,2,106.05,0,4588
1,0,1,1,47,1,2,1,2,2,2,2,2,2,1,1,0,113.45,0,3729
1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,0,4700
1,0,1,0,4,1,2,0,0,0,2,0,2,0,0,0,2,65.6,0,4552
1,1,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,84.35,0,4915
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,0,5462
0,1,1,0,44,1,0,1,2,2,0,2,0,0,0,1,2,85.15,0,2672
1,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,3,49.7,0,5832
1,0,1,1,15,0,1,0,2,0,0,0,0,0,0,1,0,30.2,0,5825
0,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,1,56.35,0,5128
0,0,0,0,33,1,2,1,0,2,2,0,2,2,0,0,2,107.55,0,4800
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,1,3,19.85,0,6440
0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,0,95.9,0,4213
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,3,23.85,0,6166
1,0,1,0,51,1,0,0,2,2,2,2,2,2,2,1,1,83.85,0,5703
1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8,0,4240
1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1,0,2045
0,0,1,1,72,1,2,0,2,2,0,2,2,0,2,0,3,74.55,0,4703
0,0,1,1,22,0,1,0,0,2,0,0,2,0,0,0,2,39.2,0,3288
0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55,0,5965
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.6,0,3195
1,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,1,19.55,0,5974
1,0,1,0,70,0,1,0,2,0,2,2,0,0,2,1,1,39.15,0,5840
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.1,0,5043
0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,0,4447
0,0,1,1,61,1,2,0,2,2,0,0,0,0,0,0,2,59.8,0,5381
0,0,0,0,52,1,0,0,2,0,0,0,0,0,0,1,0,49.75,0,6334
1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,0,4576
1,0,1,0,62,1,0,0,0,2,2,2,0,0,2,1,1,60.15,0,4404
1,0,1,0,30,1,0,2,1,1,1,1,1,1,2,0,3,19.05,0,2347
1,1,1,0,63,1,0,0,2,2,2,2,2,2,1,1,0,84.0,0,5688
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.55,0,5825
1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,0,5640
1,0,1,1,27,1,0,1,2,2,0,0,0,0,1,1,1,80.65,0,5856
0,0,0,1,4,0,1,0,2,2,2,0,2,2,0,1,3,57.2,0,2421
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,110.75,0,4848
1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,0,5644
0,1,0,0,45,1,2,1,2,2,0,2,2,0,0,1,2,97.05,0,4735
0,0,0,0,36,1,0,0,2,2,2,2,2,0,1,1,3,76.35,0,4771
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.9,0,4480
1,1,0,0,16,1,2,1,0,0,0,0,0,0,0,1,0,74.45,0,5111
0,0,1,0,71,1,0,0,2,2,2,2,2,2,2,1,1,84.4,0,5619
1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,0,4458
1,0,1,1,20,1,0,2,1,1,1,1,1,1,2,0,3,20.05,0,4328
0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,1,55.5,0,2328
1,1,1,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.3,0,2217
1,0,0,0,2,1,0,1,2,2,0,0,2,2,0,0,2,100.2,0,4855
0,0,0,0,29,1,0,2,1,1,1,1,1,1,2,0,3,19.4,0,2265
1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,2,20.4,0,2486
0,0,1,0,59,1,2,1,2,2,0,0,2,0,0,1,2,94.75,0,5238
1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,1,0,44.35,0,2935
0,0,1,1,17,1,0,0,2,2,0,0,2,2,0,0,3,74.55,0,4451
1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,0,4795
1,0,1,1,19,1,2,0,0,0,0,0,0,0,0,0,1,50.1,0,5749
0,1,1,1,68,0,1,0,0,2,2,0,2,2,2,1,2,53.0,0,5583
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,0,4107
1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,1,24.35,0,4665
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,19.55,0,2386
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,0,6334
1,1,1,0,13,1,2,1,2,2,0,0,0,2,0,0,1,93.8,0,5870
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,0,4655
1,0,1,1,66,0,1,0,0,2,2,0,2,2,2,1,1,56.75,0,5748
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,1,1,20.8,0,4654
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.45,0,5577
0,1,1,0,22,1,2,2,1,1,1,1,1,1,1,0,0,25.6,0,2628
0,0,0,0,42,1,0,0,2,2,2,0,0,0,0,0,0,59.65,0,3048
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,0,83.3,0,4505
0,0,0,0,12,1,2,1,0,0,0,2,0,0,0,1,1,79.55,0,3445
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.45,0,4766
0,0,1,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.2,0,3656
0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,0,4236
0,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,3,45.5,0,5450
1,0,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,30.05,0,5045
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,65.65,0,4934
0,0,0,0,47,1,2,0,2,2,0,2,0,2,2,0,3,74.05,0,2831
1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,0,5166
0,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,19.7,0,5293
1,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,1,49.5,0,5552
0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,0,4479
0,0,1,0,64,1,2,1,0,2,2,2,2,2,0,1,2,111.15,0,5455
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6,0,2305
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,1,19.65,0,3945
1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,0,5845
0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65,0,4730
0,1,1,0,43,1,2,1,2,2,0,0,2,0,0,1,2,94.5,0,4745
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.1,0,5179
1,1,0,0,23,0,1,0,0,0,0,0,0,2,0,1,0,34.65,0,2307
1,1,1,0,71,0,1,0,0,2,2,0,2,2,0,1,0,52.3,0,5491
0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,0,5567
0,0,1,0,41,0,1,0,0,2,0,2,0,0,1,0,3,35.45,0,2954
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,0,5451
1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,0,3502
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,1,3,19.85,0,3523
0,0,1,1,23,1,2,1,2,0,0,0,0,0,1,0,1,81.85,0,5939
1,0,1,1,71,1,0,1,2,2,2,2,2,2,2,0,1,109.3,0,5737
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,0,6011
1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,69.8,0,2651
1,0,1,1,23,1,0,2,1,1,1,1,1,1,1,1,1,20.0,0,2170
0,0,0,0,72,1,0,1,2,2,2,2,2,2,2,1,2,109.9,0,5234
0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,0,2547
1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,0,2757
0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,0,4041
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.4,0,2742
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,0,2617
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,0,2317
0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,0,4190
1,0,1,1,20,1,2,1,0,2,0,2,2,0,0,0,3,96.8,0,3222
1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,0,4147
1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.8,0,4464
1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,0,2429
0,0,0,0,35,1,2,1,0,0,0,2,0,0,0,0,1,80.05,0,3999
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.15,0,4131
1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,0,3271
0,1,1,0,54,1,0,1,0,0,2,2,2,2,1,1,2,99.1,0,4118
1,0,0,0,56,1,2,1,2,0,0,2,2,2,0,1,3,105.35,0,5680
1,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,1,45.65,0,4403
0,0,1,1,16,1,2,1,0,2,0,0,0,0,0,1,1,79.95,0,3855
0,0,0,0,68,1,0,0,2,0,2,0,0,0,1,1,1,54.45,0,6309
0,1,1,0,53,1,2,2,1,1,1,1,1,1,2,0,1,25.1,0,5295
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,0,1,84.7,0,6375
1,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,75.85,0,5212
0,0,0,0,30,1,0,0,2,0,0,0,0,0,0,1,3,48.8,0,4864
0,0,0,0,18,0,1,0,0,0,2,2,0,0,0,1,2,35.2,0,5381
0,1,1,1,55,1,2,0,2,0,2,2,2,0,1,0,2,76.25,0,4319
1,1,0,0,33,1,2,2,1,1,1,1,1,1,1,1,0,24.9,0,5756
1,0,1,0,44,0,1,0,0,2,2,0,2,2,2,0,0,54.3,0,3222
0,0,1,1,30,1,0,0,2,0,0,2,0,2,0,0,0,66.3,0,4631
0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,1,0,20.9,0,4030
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,75.35,0,3514
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,104.45,0,5883
0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,0,5941
0,0,0,1,49,1,0,2,1,1,1,1,1,1,1,0,1,19.45,0,4170
0,0,1,1,42,1,0,1,0,0,2,0,2,2,0,1,2,92.15,0,5697
0,0,1,1,7,1,0,2,1,1,1,1,1,1,2,0,3,19.85,0,3973
0,0,1,1,67,1,2,1,2,0,2,2,0,2,1,1,0,100.25,0,5588
1,0,0,0,15,1,2,1,0,2,0,2,0,2,0,0,2,95.7,0,4999
1,0,1,0,67,1,2,1,0,2,2,0,0,2,2,1,2,93.15,0,4001
1,0,1,1,53,1,0,0,2,2,0,2,2,0,2,1,3,69.7,0,4590
1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,0,3243
0,0,1,1,40,1,0,0,2,2,0,2,0,2,0,1,3,71.35,0,5807
0,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.75,0,2258
